beer_id,beer_name,mash_type,brewer,batch_size,boil_size,efficiency
2014-pumpkin-ale-6,[u'2014 Pumpkin Ale'],[u'All Grain'],[u'Dale Smith'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
the-great-return,[u'The Great Return'],[u'Extract'],[u'AK'],[u'18.9270589'],[u'17.03435301'],[u'75.0']
comparison-pale-ale,[u'Comparison Pale Ale'],[u'Partial Mash'],[u'Code Blue'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
barely-wine-barley-wine,[u'Barely Wine Barley Wine'],[u'All Grain'],[u'Beejay'],[u'16.088000065'],[u'20.3276612586'],[u'70.0']
macc-ipa,[u'MACC IPA'],[u'All Grain'],[u'seandamnit'],[u'19.873411845'],[u'24.983717748'],[u'75.0']
columbus-b689a5,[u'columbus'],[u'All Grain'],[u'goldrodent'],[u'5.67811767'],[u'12.302588285'],[u'65.0']
lindnerbrau-apricot-summer-ale,[u'Lindnerbrau Apricot Summer Ale'],[u'All Grain'],[u'nspezialindner'],[u'5.67811767'],[u'9.842070628'],[u'70.0']
draft-day-ipa,[u'Draft Day IPA'],[u'All Grain'],[u'notoriousbrew'],[u'22.71247068'],[u'26.876423638'],[u'75.0']
makara-peak-mud-flinger-1,[u'Makara Peak Mud-Flinger'],[u'All Grain'],[u'wopadopalous'],[u'14.0'],[u'5.7'],[u'72.0']
smoked-chipotle-porter-624964,[u'Smoked Chipotle Porter'],[u'All Grain'],[u'DunkelDieter'],[u'20.81976479'],[u'24.983717748'],[u'65.0']
paploo-pale,[u'Paploo Pale'],[u'All Grain'],[u'cwsample'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
galaxy-ipa-51,[u'Galaxy IPA'],[u'All Grain'],[u'Craig Wiggins'],[u'13.24894123'],[u'17.223623599'],[u'75.0']
simple-saison-13,[u'Simple Saison'],[u'Extract'],[u'jamesaharvey'],[u'11.35623534'],[u'14.195294175'],[u'75.0']
rons-honey-wheat-1,"[u""Ron's Honey Wheat""]",[u'Extract'],[u'RonTheBrewer'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
fathers-day-ale-newcastle,"[u""Father's Day Ale (Newcastle)""]",[u'All Grain'],[u'Jeff K.'],[u'22.71247068'],[u'28.39058835'],[u'77.0']
bens-freshies-pale-ale,"[u""Ben's Freshies Pale Ale""]",[u'All Grain'],[u'Redant'],[u'20.0'],[u'6.336'],[u'80.0']
stocktake-pilsner,[u'Stocktake Pilsner'],[u'All Grain'],[u'RagoutBrewingCo'],[u'40.0'],[u'50.0'],[u'75.0']
pumpkin-ale-364,[u'Pumpkin Ale'],[u'Extract'],[u'Phyroth'],[u'18.9270589'],[u'13.24894123'],[u'75.0']
columbus-ipa-32,[u'Columbus IPA'],[u'All Grain'],[u'Anonymous'],[u'24.60517657'],[u'30.7753977714'],[u'70.0']
flying-dog-doggie-style-classic-pale-ale-clone-1-gallon-size,[u'Flying Dog Doggie Style Classic Pale Ale Clone (1 Gallon Size)'],[u'All Grain'],[u'Chairface Chippendale'],[u'4.731764725'],[u'5.67811767'],[u'70.0']
graff-cider-1,[u'Graff Cider'],[u'Partial Mash'],[u'DerektDay'],[u'20.81976479'],[u'23.1288659758'],[u'75.0']
robust-porter-103,[u'Robust Porter'],[u'Partial Mash'],[u'JurgenMehoff'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
otto-ale-black-coffee-ipa,[u'Otto Ale Black Coffee IPA'],[u'Partial Mash'],[u'jamisonrk'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
irish-spring-break,[u'Irish Spring Break'],[u'All Grain'],[u'Hawkeyebrewer'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
arrogant-bastard-clone-42,[u'Arrogant Bastard Clone'],[u'Partial Mash'],[u'Brady Deal'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
pumpkin-ale-2015,[u'Pumpkin Ale 2015'],[u'All Grain'],[u'kharding'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
hibernation-1,[u'Hibernation'],[u'Partial Mash'],[u'mcleanmj'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
willamette-valley-wiesse,[u'Willamette valley wiesse'],[u'All Grain'],[u'Orin Clark'],[u'46.182023715999996'],[u'57.727529645'],[u'75.0']
dubbely-good-273325,[u'Dubbely Good'],[u'All Grain'],[u'ssearles'],[u'20.81976479'],[u'20.441223612'],[u'73.0']
honeybadger-red-ale-ag,[u'Honeybadger Red Ale AG'],[u'All Grain'],[u'RickFinsta'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
cameral-apple-cider-v2-eafc0a,[u'Cameral Apple Cider V2'],[u'Extract'],[u'Brumanchu'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
two-hearted-ale,[u'Two Hearted Ale'],[u'All Grain'],[u'aplus01'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
la-chouffe-clone-1,[u'la chouffe clone'],[u'All Grain'],[u'Brian Church'],[u'20.81976479'],[u'29.7533365908'],[u'70.0']
dunkelweizen-856d75,[u'Dunkelweizen'],[u'All Grain'],[u'Seabrew'],[u'20.81976479'],[u'24.983717748'],[u'80.0']
sailors-delight,"[u""Sailor's Delight""]",[u'Extract'],[u'JackSchutter'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
katy-s-kitties-dubbel,"[u""Katy's Kitties Dubbel""]",[u'All Grain'],[u'Zach McDowell'],[u'37.8541178'],[u'41.63952958'],[u'80.0']
hogs-regulahbrew,[u'Hogs Regulahbrew '],[u'All Grain'],"[u""Kevin Matthaei (Hog's Neck Brewery)""]",[u'18.9270589'],[u'24.60517657'],[u'72.0']
chai-milk-stout-10,[u'Chai Milk Stout '],[u'All Grain'],[u'mcamarra'],[u'13.24894123'],[u'15.898729476000002'],[u'75.0']
fat-tire-2011-01-03,[u'Fat Tire 2011-01-03'],[u'All Grain'],[u'kbarron'],[u'18.9270589'],[u'25.816508339600002'],[u'69.0']
the-dickens,[u'The Dickens'],[u'All Grain'],[u'HoptronPat'],[u'3.78541178'],[u'4.542494136'],[u'75.0']
oktoberfest-2011-1,[u'Oktoberfest 2011'],[u'All Grain'],[u'Bob'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
common-room-esb-14,[u'Common Room ESB'],[u'All Grain'],[u'frolfer'],[u'20.81976479'],[u'24.5673224522'],[u'65.0']
ys-4-1-lemon-saison,[u'Y.S. 4-1: Lemon Saison'],[u'Partial Mash'],[u'tjunger'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
crystal-lake-golden-ale,[u'Crystal Lake Golden Ale'],[u'Partial Mash'],[u'Garrett Hodgson'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
12-13-brewcrates-winter-warmest,"[u""[12/13] BrewCrate's Winter Warmest""]",[u'All Grain'],[u'BrewCrate'],[u'3.78541178'],[u'4.542494136'],[u'75.0']
broads,[u'Broads...'],[u'All Grain'],[u'MrOH'],[u'22.71247068'],[u'27.254964816'],[u'75.0']
american-honey-wheat,[u'American Honey Wheat'],[u'Extract'],[u'kurlare'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
honey-wit-4,[u'Honey Wit'],[u'All Grain'],[u'hamaien'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
slanted-coffee-stout-all-grain,[u'Slanted Coffee Stout (all-grain)'],[u'All Grain'],[u'atomicbuni'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
sierra-nevada-pale-ale-clone-8,[u'Sierra Nevada Pale Ale Clone'],[u'All Grain'],[u'hotzenklotz'],[u'22.71247068'],[u'30.964668360399997'],[u'70.0']
1744,[u'1744'],[u'All Grain'],[u'kgneville'],[u'20.81976479'],[u'21.027962437899998'],[u'68.0']
lagunitas-ipa-clone-26,[u'Lagunitas IPA Clone'],[u'Partial Mash'],[u'Galactic Llama'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
unicorn-with-a-mustache,[u'Unicorn with a Mustache'],[u'Extract'],[u'Legion Of Awesome'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
scotch-vs-rum,[u'Scotch vs. Rum'],[u'All Grain'],[u'caseytoye'],[u'18.9270589'],[u'22.71247068'],[u'78.0']
fatcat-brewery-chocolate-banana-oatmeal-stout,[u'FatCat Brewery Chocolate Banana Oatmeal Stout'],[u'All Grain'],[u'Andrew Le Blanc'],[u'23.0'],[u'6.688'],[u'75.0']
get-lit-holiday-ale,[u'Get Lit Holiday Ale'],[u'All Grain'],[u'pileownz'],[u'20.81976479'],[u'51.10305903'],[u'72.0']
holly-jolly-spiced-ale,[u'Holly Jolly Spiced Ale'],[u'Partial Mash'],[u'QuasiFandango'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[u'All Grain'],[u'oldrubberboot'],[u'45.42494136'],[u'56.7811767'],[u'75.0']
odell-double-pilsner-clone,[u'Odell Double Pilsner Clone'],[u'Extract'],[u'djbaker77'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
hogans-looking-glass-1,"[u""Hogan's Looking Glass""]",[u'Partial Mash'],[u'Joseph Smith'],[u'11.35623534'],[u'15.14164712'],[u'75.0']
summer-citrus-pale-ale-1,[u'Summer Citrus Pale Ale'],[u'Partial Mash'],[u'seeley2'],[u'18.9270589'],[u'11.8483388714'],[u'75.0']
anchor-christmas,[u'Anchor Christmas'],[u'All Grain'],[u'bhcb'],[u'18.9270589'],[u'132.4894123'],[u'75.0']
belgian-ipa-145,[u'Belgian IPA'],[u'All Grain'],[u'wavje'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
raspberry-wheat-51,[u'Raspberry Wheat'],[u'All Grain'],[u'Brumanchu'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
ten-gallon-shandy-base,[u'Ten Gallon Shandy Base'],[u'All Grain'],[u'derpyslurp'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[u'Partial Mash'],[u'EGORAZ'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
forever-lager,[u'Forever Lager'],[u'All Grain'],[u'Greg Ambler'],[u'20.81976479'],[u'24.983717748'],[u'65.0']
ltbier,[u'\xc4ltbier'],[u'Extract'],[u'sre9981'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
irish-red-243,[u'Irish Red'],[u'All Grain'],[u'No Boundaries Brewery'],[u'20.81976479'],[u'24.983717748'],[u'72.0']
morans-ipa,"[u""Moran's IPA""]",[u'All Grain'],[u'Dave Kleinschmidt'],[u'22.71247068'],[u'26.119341282'],[u'70.0']
merry-elfin-saison-de-noel,[u'Merry Elfin Saison De Noel'],[u'Extract'],[u'bartman92'],[u'18.9270589'],[u'94.6352945'],[u'75.0']
maibock-ii-1,[u'Maibock II'],[u'All Grain'],[u'Jason Sweat'],[u'37.8541178'],[u'54.093534336199994'],[u'75.0']
citra-pale-ale-70,[u'Citra Pale Ale'],[u'All Grain'],[u'Carl'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[u'All Grain'],[u'josteinr'],[u'25.0'],[u'28.39'],[u'77.0']
kiss-of-death-f4b93e,[u'Kiss of Death'],[u'All Grain'],[u'tsvercauteren'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
third-estate-8cd211,[u'Third Estate'],[u'All Grain'],[u'tsvercauteren'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
the-drowned-gourd,[u'The Drowned Gourd'],[u'Extract'],[u'pieman396'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Partial Mash'],[u'emthelen33'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
cookie-duster-stout,[u'Cookie Duster Stout'],[u'All Grain'],[u'Will Reder'],[u'18.9270589'],[u'94.6352945'],[u'75.0']
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[u'Extract'],[u'Nick'],[u'18.9270589'],[u'23.469553036'],[u'75.0']
belgian-wit-ahb-blue-moon-clone,[u'Belgian Wit (AHB Blue Moon Clone)'],[u'All Grain'],[u'charliet'],[u'20.781910672200002'],[u'23.1288659758'],[u'75.0']
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'All Grain'],[u'Beerginer'],[u'20.781910672200002'],[u'29.7533365908'],[u'80.0']
oirish-rad-eafa69,[u'Oirish Rad'],[u'All Grain'],[u'Sean Kelley-Pegg'],[u'20.81976479'],[u'24.60517657'],[u'75.0']
springdrunk,[u'springdrunk'],[u'All Grain'],[u'iversenbeer'],[u'20.81976479'],[u'23.734531860599997'],[u'65.0']
summer-surrender-session-saison,[u'Summer Surrender Session Saison'],[u'All Grain'],[u'bluegbb'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
smoked-petit-gosse-saison,[u'Smoked Petit Gosse Saison'],[u'All Grain'],[u'WannabeCoder'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[u'All Grain'],[u'BeerGuy'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
belgian-ipa-218,[u'Belgian IPA'],[u'All Grain'],[u'Darren U'],[u'22.71247068'],[u'27.254964816'],[u'70.0']
janets-brown-25,[u'Janets Brown'],[u'All Grain'],[u'maxammt'],[u'22.71247068'],[u'98.42070628'],[u'75.0']
fuller-1845-english-strong-ale,[u'Fuller 1845 English Strong Ale'],[u'All Grain'],[u'Rick Delux'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
springtime-cream-ale,[u'Springtime Cream Ale'],[u'All Grain'],[u'Justin Vatz'],[u'20.81976479'],[u'24.983717748'],[u'65.0']
citrus-ipa-7,[u'Citrus IPA'],[u'All Grain'],[u'Savage Hill Brew Works'],[u'37.8541178'],[u'49.21035314'],[u'76.0']
hoppy-saison-mk1,[u'Hoppy Saison mk1'],[u'All Grain'],[u'DoverNHBrewer'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
five-sixteen,[u'Five Sixteen'],[u'All Grain'],[u'Arkangl'],[u'20.81976479'],[u'24.983717748'],[u'70.0']
heinous-hummingbird-black-ipa,[u'Heinous Hummingbird Black IPA'],[u'All Grain'],[u'Adam Shook'],[u'20.81976479'],[u'28.39058835'],[u'70.0']
blackwater-1,[u'Blackwater'],[u'All Grain'],[u'Tor Inge'],[u'22.0'],[u'7.0882'],[u'60.0']
strawberry-wheat-5,[u'Strawberry Wheat'],[u'All Grain'],[u'Adam Kuebler'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
nb-mustache-envy-belgian-stout-1,[u'NB Mustache Envy Belgian Stout'],[u'All Grain'],[u'Basisforbart'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
russian-imperial-stout-26,[u'Russian Imperial Stout'],[u'Partial Mash'],[u'ryanparrish'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
mosaic-apa-6,[u'Mosaic APA'],[u'All Grain'],[u'LunkwillAndFook'],[u'41.63952958'],[u'54.131388454'],[u'70.0']
gib-lions-head-winter-ale-clone,"[u""GIB lion's head winter ale clone""]",[u'All Grain'],[u'KO Amps'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
raging-bitch-clone-1,[u'Raging Bitch Clone'],[u'Partial Mash'],[u'Steve Newman'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
equinox-ipa-9-26-14,[u'Equinox IPA 9/26/14'],[u'Extract'],[u'cgeorge'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
hopper-ipa-1,[u'Hopper IPA'],[u'Extract'],[u'Ben Reed'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
bells-amber-clone-extract,"[u""Bell's Amber clone (Extract)""]",[u'Partial Mash'],[u'chaplijt'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
mosaic-otter-pale-ale,[u'Mosaic Otter Pale Ale'],[u'All Grain'],[u'Daniel Miles'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
harvest-honey-brown-ale-b73774,[u'Harvest Honey - Brown Ale '],[u'All Grain'],[u'Devan Penney'],[u'37.8541178'],[u'41.63952958'],[u'78.0']
rhubarb-saison-9,[u'Rhubarb Saison'],[u'Partial Mash'],[u'Chris Andringa'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
quote-unquote-berliner-weisse,[u'Quote Unquote Berliner Weisse'],[u'All Grain'],[u'Cynfelyn'],[u'18.9270589'],[u'23.1856471525'],[u'77.0']
belgian-pale-ale-150,[u'Belgian Pale Ale'],[u'Extract'],[u'Patrick'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
any-afternoon-wheat,[u'Any Afternoon Wheat'],[u'Extract'],[u'Jon'],[u'45.42494136'],[u'54.509929632'],[u'75.0']
steves-standard-bitter,"[u""Steve's Standard Bitter""]",[u'Partial Mash'],[u'Stephen'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
english-ale-24,[u'English Ale'],[u'Extract'],[u'Mulligan Brewing'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
