beer_id,beer_name,mash_type,brewer,batch_size,boil_size,efficiency
forever-lager,[u'Forever Lager'],[u'All Grain'],[u'Greg Ambler'],[u'20.81976479'],[u'24.983717748'],[u'65.0']
southern-northern-brown,[u'Southern Northern Brown'],[u'All Grain'],[u'tokenrock'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
ltbier,[u'\xc4ltbier'],[u'Extract'],[u'sre9981'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
jamils-oatmeal-stout,"[u""Jamil's Oatmeal Stout""]",[u'All Grain'],[u'Belmont'],[u'22.71247068'],[u'28.39058835'],[u'70.0']
irish-dry-stout-6,[u'Irish Dry Stout'],[u'All Grain'],[u'moork'],[u'13.211087112200001'],[u'16.5801035964'],[u'82.0']
american-amber-12,[u'American Amber'],[u'All Grain'],[u'kbarron'],[u'18.9270589'],[u'23.658823625'],[u'69.0']
amadan-wee-heavy-scotch-ale,[u'Amadan Wee Heavy Scotch Ale'],[u'All Grain'],[u'Paul'],[u'22.71247068'],[u'37.8541178'],[u'80.0']
little-rascal-esb,[u'Little Rascal ESB'],[u'All Grain'],[u'TomKontra'],[u'19.5'],[u'6.52333333333333'],[u'70.0']
black-sour-1,[u'Black Sour'],[u'All Grain'],[u'AlexFields'],[u'25.740800103999998'],[u'30.8889601248'],[u'75.0']
coffee-porter-21,[u'Coffee Porter'],[u'All Grain'],[u'Bryan Reed'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
blue-moon-clone-ii,[u'Blue Moon Clone II'],[u'All Grain'],[u'randrick'],[u'45.3870872422'],[u'64.8819579092'],[u'75.0']
amarillo-pale-ale-midwest,[u'Amarillo Pale Ale (Midwest)'],[u'Partial Mash'],[u'bmartin13'],[u'18.9270589'],[u'17.753581248200003'],[u'75.0']
bs-pils,"[u""B's Pils""]",[u'All Grain'],[u'NVZ'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
tongue-tickler-pilsner,[u'Tongue Tickler Pilsner'],[u'All Grain'],[u'Philippe Leblanc'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
spanish-moon-brown-porter,[u'Spanish Moon Brown Porter'],[u'All Grain'],[u'Mark Atkinson'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
raw-amber-ale,[u'Raw Amber Ale'],[u'All Grain'],[u'rawlk'],[u'94.6352945'],[u'109.77694162'],[u'80.0']
sierra-nevada-torpedo-clone-1,[u'Sierra Nevada Torpedo Clone'],[u'All Grain'],[u'Matt Arens'],[u'20.781910672200002'],[u'29.7533365908'],[u'75.0']
patersbier-nb-all-grain,[u'Patersbier (NB All Grain)'],[u'All Grain'],[u'jgabbott'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
maibock-ii-1,[u'Maibock II'],[u'All Grain'],[u'Jason Sweat'],[u'37.8541178'],[u'54.093534336199994'],[u'75.0']
citra-pale-ale-70,[u'Citra Pale Ale'],[u'All Grain'],[u'Carl'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
2012-summer-apricot-ale,[u'2012 Summer Apricot Ale'],[u'Extract'],[u'monk'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
brother-hogans-dubbel,"[u""Brother Hogan's Dubbel""]",[u'Partial Mash'],[u'smithj2154'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
kiss-of-death-f4b93e,[u'Kiss of Death'],[u'All Grain'],[u'tsvercauteren'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
belgian-wit-ahb-blue-moon-clone,[u'Belgian Wit (AHB Blue Moon Clone)'],[u'All Grain'],[u'charliet'],[u'20.781910672200002'],[u'23.1288659758'],[u'75.0']
irish-red-243,[u'Irish Red'],[u'All Grain'],[u'No Boundaries Brewery'],[u'20.81976479'],[u'24.983717748'],[u'72.0']
third-estate-8cd211,[u'Third Estate'],[u'All Grain'],[u'tsvercauteren'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
cookie-duster-stout,[u'Cookie Duster Stout'],[u'All Grain'],[u'Will Reder'],[u'18.9270589'],[u'94.6352945'],[u'75.0']
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[u'Extract'],[u'Nick'],[u'18.9270589'],[u'23.469553036'],[u'75.0']
oirish-rad-eafa69,[u'Oirish Rad'],[u'All Grain'],[u'Sean Kelley-Pegg'],[u'20.81976479'],[u'24.60517657'],[u'75.0']
goldings-bitter-1,[u'Goldings Bitter'],[u'All Grain'],[u'Kevin'],[u'20.81976479'],[u'26.0436330464'],[u'78.0']
morans-ipa,"[u""Moran's IPA""]",[u'All Grain'],[u'Dave Kleinschmidt'],[u'22.71247068'],[u'26.119341282'],[u'70.0']
helles-bock-3,[u'Helles Bock'],[u'All Grain'],[u'Patrick Kafka'],[u'22.71247068'],[u'32.4409789546'],[u'70.0']
maple-hazelnut,[u'Maple Hazelnut'],[u'Partial Mash'],[u'jgoran'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
sierra-nevada-pale-ale-clone-all-grain-47ac65,[u'Sierra Nevada Pale Ale Clone (All Grain)'],[u'All Grain'],[u'Grillzbrewz'],[u'20.81976479'],[u'24.60517657'],[u'75.0']
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[u'All Grain'],[u'josteinr'],[u'25.0'],[u'28.39'],[u'77.0']
revvys-blonde-leffe-clone,"[u""Revvy's Blonde (Leffe Clone)""]",[u'All Grain'],[u'revvy'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
janets-brown-25,[u'Janets Brown'],[u'All Grain'],[u'maxammt'],[u'22.71247068'],[u'98.42070628'],[u'75.0']
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Partial Mash'],[u'emthelen33'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
simple-saison-13,[u'Simple Saison'],[u'Extract'],[u'jamesaharvey'],[u'11.35623534'],[u'14.195294175'],[u'75.0']
merry-elfin-saison-de-noel,[u'Merry Elfin Saison De Noel'],[u'Extract'],[u'bartman92'],[u'18.9270589'],[u'94.6352945'],[u'75.0']
hogans-looking-glass-1,"[u""Hogan's Looking Glass""]",[u'Partial Mash'],[u'Joseph Smith'],[u'11.35623534'],[u'15.14164712'],[u'75.0']
raspberry-wheat-51,[u'Raspberry Wheat'],[u'All Grain'],[u'Brumanchu'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
sailors-delight,"[u""Sailor's Delight""]",[u'Extract'],[u'JackSchutter'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
western-front-belgian-pale-ale,[u'Western Front Belgian Pale Ale'],[u'Partial Mash'],[u'Boiled Hippo'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
trappist-meditation,[u'Trappist Meditation'],[u'Partial Mash'],[u'PerryS'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
belgian-ipa-145,[u'Belgian IPA'],[u'All Grain'],[u'wavje'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[u'Partial Mash'],[u'EGORAZ'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
otter-smash,[u'Otter Smash'],[u'All Grain'],[u'hilobird'],[u'13.24894123'],[u'16.5801035964'],[u'75.0']
graff-cider-1,[u'Graff Cider'],[u'Partial Mash'],[u'DerektDay'],[u'20.81976479'],[u'23.1288659758'],[u'75.0']
high-five-esb-3,[u'High Five ESB 3'],[u'Partial Mash'],[u'TheBeesKnees'],[u'18.9270589'],[u'23.658823625'],[u'40.0']
safabblegobble,[u'Safabblegobble'],[u'All Grain'],[u'sintheta'],[u'20.0'],[u'24.98'],[u'80.0']
sauer-stout,[u'Sauer Stout'],[u'All Grain'],[u'Ryan Cowen'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
warm-fuzzy-tinkle-times-v2,[u'Warm Fuzzy Tinkle Times v2'],[u'All Grain'],[u'Two Akers Brewing'],[u'18.9270589'],[u'21.766117735'],[u'80.0']
summit-epa,[u'Summit EPA'],[u'All Grain'],[u'Drocnoc'],[u'20.81976479'],[u'22.71247068'],[u'75.0']
liz-and-brads-red-head-belgian-dubbel,"[u'Liz & Brad\'s ""Red-Head"" Belgian Dubbel']",[u'All Grain'],[u'John Hart'],[u'18.9270589'],[u'23.658823625'],[u'80.0']
centennial-ipa-75,[u'Centennial IPA'],[u'Partial Mash'],[u'dgh892000'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
amer-i-can-pa-extract,[u'Amer-I-Can PA - Extract'],[u'Extract'],[u'EvilTwin'],[u'18.9270589'],[u'11.35623534'],[u'75.0']
kirbier-hell-or-high-watermelon-clone,[u'Kirbier Hell or High Watermelon Clone'],[u'All Grain'],[u'Jon N'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
schlafly-dry-hopped-apa-clone,[u'Schlafly Dry-Hopped APA Clone'],[u'Partial Mash'],[u'datvdb'],[u'20.81976479'],[u'22.6935436211'],[u'70.0']
firestone-dba-clone,[u'Firestone DBA Clone'],[u'All Grain'],[u'corytownsend'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
rykers-oaked-golden-ale,[u'Rykers Oaked Golden Ale'],[u'All Grain'],[u'Kyle J.'],[u'23.658823625'],[u'29.564066001799997'],[u'81.0']
stargazer-dark-ale,[u'Stargazer Dark Ale'],[u'All Grain'],[u'Haugland'],[u'19.873411845'],[u'24.8323012768'],[u'70.0']
vacation-ale-2,[u'Vacation Ale'],[u'Partial Mash'],[u'theReserve'],[u'18.9270589'],[u'23.658823625'],[u'37.5']
double-decker-english-barleywine,[u'Double Decker English Barleywine'],[u'All Grain'],[u'alexb'],[u'18.9270589'],[u'27.0278401092'],[u'70.0']
plastered-padre-wy3522-belgian-ardennes-version-alt,[u'Plastered Padre (WY3522 Belgian Ardennes version) [alt]'],[u'All Grain'],[u'JLP'],[u'20.781910672200002'],[u'29.7533365908'],[u'75.0']
barely-wine-barley-wine,[u'Barely Wine Barley Wine'],[u'All Grain'],[u'Beejay'],[u'16.088000065'],[u'20.3276612586'],[u'70.0']
comparison-pale-ale,[u'Comparison Pale Ale'],[u'Partial Mash'],[u'Code Blue'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
lindnerbrau-apricot-summer-ale,[u'Lindnerbrau Apricot Summer Ale'],[u'All Grain'],[u'nspezialindner'],[u'5.67811767'],[u'9.842070628'],[u'70.0']
the-great-return,[u'The Great Return'],[u'Extract'],[u'AK'],[u'18.9270589'],[u'17.03435301'],[u'75.0']
2014-pumpkin-ale-6,[u'2014 Pumpkin Ale'],[u'All Grain'],[u'Dale Smith'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
irish-spring-break,[u'Irish Spring Break'],[u'All Grain'],[u'Hawkeyebrewer'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
macc-ipa,[u'MACC IPA'],[u'All Grain'],[u'seandamnit'],[u'19.873411845'],[u'24.983717748'],[u'75.0']
smoked-chipotle-porter-624964,[u'Smoked Chipotle Porter'],[u'All Grain'],[u'DunkelDieter'],[u'20.81976479'],[u'24.983717748'],[u'65.0']
galaxy-ipa-51,[u'Galaxy IPA'],[u'All Grain'],[u'Craig Wiggins'],[u'13.24894123'],[u'17.223623599'],[u'75.0']
columbus-b689a5,[u'columbus'],[u'All Grain'],[u'goldrodent'],[u'5.67811767'],[u'12.302588285'],[u'65.0']
draft-day-ipa,[u'Draft Day IPA'],[u'All Grain'],[u'notoriousbrew'],[u'22.71247068'],[u'26.876423638'],[u'75.0']
makara-peak-mud-flinger-1,[u'Makara Peak Mud-Flinger'],[u'All Grain'],[u'wopadopalous'],[u'14.0'],[u'5.7'],[u'72.0']
amarillo-smash-10,[u'Amarillo sMasH'],[u'All Grain'],[u'BlackRock'],[u'20.81976479'],[u'26.0436330464'],[u'72.0']
dunkelweizen-856d75,[u'Dunkelweizen'],[u'All Grain'],[u'Seabrew'],[u'20.81976479'],[u'24.983717748'],[u'80.0']
willamette-valley-wiesse,[u'Willamette valley wiesse'],[u'All Grain'],[u'Orin Clark'],[u'46.182023715999996'],[u'57.727529645'],[u'75.0']
dubbely-good-273325,[u'Dubbely Good'],[u'All Grain'],[u'ssearles'],[u'20.81976479'],[u'20.441223612'],[u'73.0']
pumpkin-ale-2015,[u'Pumpkin Ale 2015'],[u'All Grain'],[u'kharding'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
bells-amber-clone-extract,"[u""Bell's Amber clone (Extract)""]",[u'Partial Mash'],[u'chaplijt'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
cameral-apple-cider-v2-eafc0a,[u'Cameral Apple Cider V2'],[u'Extract'],[u'Brumanchu'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
rhubarb-saison-9,[u'Rhubarb Saison'],[u'Partial Mash'],[u'Chris Andringa'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
quote-unquote-berliner-weisse,[u'Quote Unquote Berliner Weisse'],[u'All Grain'],[u'Cynfelyn'],[u'18.9270589'],[u'23.1856471525'],[u'77.0']
harvest-honey-brown-ale-b73774,[u'Harvest Honey - Brown Ale '],[u'All Grain'],[u'Devan Penney'],[u'37.8541178'],[u'41.63952958'],[u'78.0']
belgian-pale-ale-150,[u'Belgian Pale Ale'],[u'Extract'],[u'Patrick'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
hopper-ipa-1,[u'Hopper IPA'],[u'Extract'],[u'Ben Reed'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
any-afternoon-wheat,[u'Any Afternoon Wheat'],[u'Extract'],[u'Jon'],[u'45.42494136'],[u'54.509929632'],[u'75.0']
fade-to-black-3,[u'Fade to Black'],[u'All Grain'],[u'Matt'],[u'12.0'],[u'3.9942'],[u'75.0']
mosaic-otter-pale-ale,[u'Mosaic Otter Pale Ale'],[u'All Grain'],[u'Daniel Miles'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
english-ale-24,[u'English Ale'],[u'Extract'],[u'Mulligan Brewing'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
raging-bitch-clone-1,[u'Raging Bitch Clone'],[u'Partial Mash'],[u'Steve Newman'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
ginger-ale-2-2,[u'Ginger Ale #2'],[u'Extract'],[u'Beers4BG'],[u'7.608677677799999'],[u'9.46352945'],[u'75.0']
brewfest-kolsch-rd-3,[u'Brewfest Kolsch Rd 3'],[u'All Grain'],[u'cruyf'],[u'3.78541178'],[u'4.731764725'],[u'70.0']
orange-wit-4,[u'Orange Wit'],[u'All Grain'],[u'Addam Rud'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
sweet-tucky-brown-e7495b,[u'Sweet Tucky Brown'],[u'All Grain'],[u'Yeazzty '],[u'3.78541178'],[u'5.9620235535'],[u'65.0']
steves-standard-bitter,"[u""Steve's Standard Bitter""]",[u'Partial Mash'],[u'Stephen'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
gingerbread-ale-3,[u'Gingerbread Ale'],[u'All Grain'],[u'gregziggy3'],[u'18.9270589'],[u'23.658823625'],[u'71.0']
nb-mustache-envy-belgian-stout-1,[u'NB Mustache Envy Belgian Stout'],[u'All Grain'],[u'Basisforbart'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
russian-imperial-stout-26,[u'Russian Imperial Stout'],[u'Partial Mash'],[u'ryanparrish'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
9-month-barleywine,[u'9 month barleywine'],[u'All Grain'],[u'Kenton Collup'],[u'20.81976479'],[u'27.065694227'],[u'75.0']
pumpkin-ale-134,[u'Pumpkin Ale'],[u'All Grain'],[u'Bitterly Balanced'],[u'18.9270589'],[u'27.0278401092'],[u'80.0']
gib-lions-head-winter-ale-clone,"[u""GIB lion's head winter ale clone""]",[u'All Grain'],[u'KO Amps'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
mosaic-apa-6,[u'Mosaic APA'],[u'All Grain'],[u'LunkwillAndFook'],[u'41.63952958'],[u'54.131388454'],[u'70.0']
equinox-ipa-9-26-14,[u'Equinox IPA 9/26/14'],[u'Extract'],[u'cgeorge'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
jamils-amber-red-ale,[u'Jamils Amber-Red Ale'],[u'All Grain'],[u'jag'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
zombie-dust-clone-1-gallon,[u'Zombie Dust Clone - 1 Gallon'],[u'All Grain'],[u'justintcoons'],[u'3.78541178'],[u'4.542494136'],[u'65.0']
smoked-petit-gosse-saison,[u'Smoked Petit Gosse Saison'],[u'All Grain'],[u'WannabeCoder'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
five-sixteen,[u'Five Sixteen'],[u'All Grain'],[u'Arkangl'],[u'20.81976479'],[u'24.983717748'],[u'70.0']
heinous-hummingbird-black-ipa,[u'Heinous Hummingbird Black IPA'],[u'All Grain'],[u'Adam Shook'],[u'20.81976479'],[u'28.39058835'],[u'70.0']
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'All Grain'],[u'Beerginer'],[u'20.781910672200002'],[u'29.7533365908'],[u'80.0']
hoppy-saison-mk1,[u'Hoppy Saison mk1'],[u'All Grain'],[u'DoverNHBrewer'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[u'All Grain'],[u'BeerGuy'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
my-orval,[u'My Orval'],[u'All Grain'],[u'Marcd'],[u'26.49788246'],[u'33.122353075'],[u'70.0']
springdrunk,[u'springdrunk'],[u'All Grain'],[u'iversenbeer'],[u'20.81976479'],[u'23.734531860599997'],[u'65.0']
belgian-ipa-218,[u'Belgian IPA'],[u'All Grain'],[u'Darren U'],[u'22.71247068'],[u'27.254964816'],[u'70.0']
summer-surrender-session-saison,[u'Summer Surrender Session Saison'],[u'All Grain'],[u'bluegbb'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
strawberry-wheat-5,[u'Strawberry Wheat'],[u'All Grain'],[u'Adam Kuebler'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
springtime-cream-ale,[u'Springtime Cream Ale'],[u'All Grain'],[u'Justin Vatz'],[u'20.81976479'],[u'24.983717748'],[u'65.0']
citrus-ipa-7,[u'Citrus IPA'],[u'All Grain'],[u'Savage Hill Brew Works'],[u'37.8541178'],[u'49.21035314'],[u'76.0']
oktoberfest-2011-1,[u'Oktoberfest 2011'],[u'All Grain'],[u'Bob'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
fat-tire-2011-01-03,[u'Fat Tire 2011-01-03'],[u'All Grain'],[u'kbarron'],[u'18.9270589'],[u'25.816508339600002'],[u'69.0']
fuller-1845-english-strong-ale,[u'Fuller 1845 English Strong Ale'],[u'All Grain'],[u'Rick Delux'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
blackwater-1,[u'Blackwater'],[u'All Grain'],[u'Tor Inge'],[u'22.0'],[u'7.0882'],[u'60.0']
anchor-christmas,[u'Anchor Christmas'],[u'All Grain'],[u'bhcb'],[u'18.9270589'],[u'132.4894123'],[u'75.0']
robust-porter-103,[u'Robust Porter'],[u'Partial Mash'],[u'JurgenMehoff'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
slanted-coffee-stout-all-grain,[u'Slanted Coffee Stout (all-grain)'],[u'All Grain'],[u'atomicbuni'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
columbus-ipa-32,[u'Columbus IPA'],[u'All Grain'],[u'Anonymous'],[u'24.60517657'],[u'30.7753977714'],[u'70.0']
pumpkin-ale-364,[u'Pumpkin Ale'],[u'Extract'],[u'Phyroth'],[u'18.9270589'],[u'13.24894123'],[u'75.0']
flying-dog-doggie-style-classic-pale-ale-clone-1-gallon-size,[u'Flying Dog Doggie Style Classic Pale Ale Clone (1 Gallon Size)'],[u'All Grain'],[u'Chairface Chippendale'],[u'4.731764725'],[u'5.67811767'],[u'70.0']
hogs-regulahbrew,[u'Hogs Regulahbrew '],[u'All Grain'],"[u""Kevin Matthaei (Hog's Neck Brewery)""]",[u'18.9270589'],[u'24.60517657'],[u'72.0']
the-dickens,[u'The Dickens'],[u'All Grain'],[u'HoptronPat'],[u'3.78541178'],[u'4.542494136'],[u'75.0']
chai-milk-stout-10,[u'Chai Milk Stout '],[u'All Grain'],[u'mcamarra'],[u'13.24894123'],[u'15.898729476000002'],[u'75.0']
sierra-nevada-pale-ale-clone-8,[u'Sierra Nevada Pale Ale Clone'],[u'All Grain'],[u'hotzenklotz'],[u'22.71247068'],[u'30.964668360399997'],[u'70.0']
broads,[u'Broads...'],[u'All Grain'],[u'MrOH'],[u'22.71247068'],[u'27.254964816'],[u'75.0']
american-honey-wheat,[u'American Honey Wheat'],[u'Extract'],[u'kurlare'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
common-room-esb-14,[u'Common Room ESB'],[u'All Grain'],[u'frolfer'],[u'20.81976479'],[u'24.5673224522'],[u'65.0']
12-13-brewcrates-winter-warmest,"[u""[12/13] BrewCrate's Winter Warmest""]",[u'All Grain'],[u'BrewCrate'],[u'3.78541178'],[u'4.542494136'],[u'75.0']
honey-wit-4,[u'Honey Wit'],[u'All Grain'],[u'hamaien'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
crystal-lake-golden-ale,[u'Crystal Lake Golden Ale'],[u'Partial Mash'],[u'Garrett Hodgson'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
ys-4-1-lemon-saison,[u'Y.S. 4-1: Lemon Saison'],[u'Partial Mash'],[u'tjunger'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
1744,[u'1744'],[u'All Grain'],[u'kgneville'],[u'20.81976479'],[u'21.027962437899998'],[u'68.0']
lagunitas-ipa-clone-26,[u'Lagunitas IPA Clone'],[u'Partial Mash'],[u'Galactic Llama'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
scotch-vs-rum,[u'Scotch vs. Rum'],[u'All Grain'],[u'caseytoye'],[u'18.9270589'],[u'22.71247068'],[u'78.0']
