beer_id,beer_name,name,origin,_type,_yield,amount,potential,color,add_after_boil,coarse_fine_diff,moisture,diastatic_power,protein,max_in_batch,recommend_mash,ibu_gal_per_lb,notes
honey-citra-pale,[u'Honey Citra Pale'],[u'Caramel/Crystal 60L (US)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.226796185'],[u'1.034'],[u'60'],[],[],[],[],[],[],[],[],[]
honey-citra-pale,[u'Honey Citra Pale'],[u'Amber (UK)'],[],[u'Grain'],[u'69.09954653422587'],[u'0.226796185'],[u'1.032'],[u'27'],[],[],[],[],[],[],[],[],[]
honey-citra-pale,[u'Honey Citra Pale'],[u'Honey '],[],[u'Sugar'],[u'90.69315482617145'],[u'0.226796185'],[u'1.042'],[u'2'],[],[],[],[],[],[],[],[],[]
citripa,[u'Citripa'],[u'Maris Otter Pale Ale Malt'],[u'United Kingdom'],[u'Base Malt'],[u'77.7369898510041'],[u'5.4431084400000005'],[u'1.036'],[u'2'],[],[],[],[],[],[],[],[],[]
citripa,[u'Citripa'],[u'Caramel Malt 40L'],[u'United States'],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.45359237'],[u'1.034'],[u'40'],[],[],[],[],[],[],[],[],[]
firework-cream-ale,[u'Firework Cream Ale'],[u'American 2-Row'],[u'United States'],[u'Base Malt'],[u'82.05571150939322'],[u'3.62873896'],[u'1.038'],[u'1'],[],[],[],[],[],[],[],[],[]
firework-cream-ale,[u'Firework Cream Ale'],"[u'Corn, Flaked']",[u'United States'],[u'Adjunct'],[u'79.89635068019865'],[u'0.90718474'],[u'1.037'],[u'1'],[],[],[],[],[],[],[],[],[]
firework-cream-ale,[u'Firework Cream Ale'],[u'Crystal 15'],[u'Canada'],[u'Caramel/Crystal Malt'],[u'21.593608291945582'],[u'0.45359237'],[u'1.01'],[u'15'],[],[],[],[],[],[],[],[],[]
firework-cream-ale,[u'Firework Cream Ale'],[u'Carapils\xae\xa0Malt'],[u'United States'],[u'Adjunct'],[u'73.41826819261497'],[u'0.45359237'],[u'1.034'],[u'1'],[],[],[],[],[],[],[],[],[]
janets-brown-ale-extract,"[u""Janet's Brown Ale (Extract)""]",[u'Extra Pale Liquid Malt Extract'],[],[u'Liquid Extract'],[u'73.41826819261497'],[u'3.798831580981888'],[u'1.034'],[u'1'],[],[],[],[],[],[],[],[],[]
janets-brown-ale-extract,"[u""Janet's Brown Ale (Extract)""]",[u'2-Row Carapils\xae\xa0Malt'],[u'United States'],[u'Adjunct'],[u'73.41826819261497'],[u'0.5669897882062522'],[u'1.034'],[u'0'],[],[],[],[],[],[],[],[],[]
janets-brown-ale-extract,"[u""Janet's Brown Ale (Extract)""]",[u'Caramel Malt 40L'],[u'United States'],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.5669897882062522'],[u'1.034'],[u'40'],[],[],[],[],[],[],[],[],[]
janets-brown-ale-extract,"[u""Janet's Brown Ale (Extract)""]",[u'Wheat Liquid Extract'],[],[u'Liquid Extract'],[u'77.7369898510041'],[u'0.45359183056500185'],[u'1.036'],[u'0'],[],[],[],[],[],[],[],[],[]
janets-brown-ale-extract,"[u""Janet's Brown Ale (Extract)""]",[u'Chocolate Malt'],[u'United Kingdom'],[u'Roasted Malt'],[u'69.09954653422587'],[u'0.22679591528250093'],[u'1.032'],[u'475'],[],[],[],[],[],[],[],[],[]
strawberry-blonde-18,[u'Strawberry Blonde'],[u'Golden Light LME'],[u'United States'],[u'Liquid Extract'],[u'79.89635068019865'],[u'3.628734644520015'],[u'1.037'],[u'4'],[],[],[],[],[],[],[],[],[]
strawberry-blonde-18,[u'Strawberry Blonde'],[u'Carapils\xae\xa0Malt'],[u'United States'],[u'Adjunct'],[u'73.41826819261497'],[u'0.34019387292375136'],[u'1.034'],[u'1'],[],[],[],[],[],[],[],[],[]
indica-clone,[u'Indica Clone'],[u'Pilsen (UK)'],[],[u'Base Malt'],[u'77.7369898510041'],[u'5.9'],[u'1.036'],[u'1'],[],[],[],[],[],[],[],[],[]
indica-clone,[u'Indica Clone'],[u'CaraRed (DE)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.6'],[u'1.034'],[u'20'],[],[],[],[],[],[],[],[],[]
indica-clone,[u'Indica Clone'],[u'Melanoidin (DE)'],[],[u'Kilned Malt'],[u'79.89635068019865'],[u'0.6'],[u'1.037'],[u'25'],[],[],[],[],[],[],[],[],[]
indica-clone,[u'Indica Clone'],[u'Brown Sugar'],[],[u'Sugar'],[u'97.17123731375511'],[u'0.4'],[u'1.045'],[u'15'],[],[],[],[],[],[],[],[],[]
indica-clone,[u'Indica Clone'],[u'CaraAroma (DE)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.3'],[u'1.034'],[u'130'],[],[],[],[],[],[],[],[],[]
rubaeus-clone,[u'Rubaeus Clone'],[u'Maris Otter Pale (UK)'],[],[u'Base Malt'],[u'82.05571150939322'],[u'3.62873896'],[u'1.038'],[u'3'],[],[],[],[],[],[],[],[],[]
rubaeus-clone,[u'Rubaeus Clone'],[u'Honey Malt (CA)'],[],[u'Caramel/Crystal Malt'],[u'79.89635068019865'],[u'0.90718474'],[u'1.037'],[u'25'],[],[],[],[],[],[],[],[],[]
rubaeus-clone,[u'Rubaeus Clone'],[u'Torrified Wheat'],[],[u'Adjunct'],[u'77.7369898510041'],[u'0.6803885550000001'],[u'1.036'],[u'2'],[],[],[],[],[],[],[],[],[]
rubaeus-clone,[u'Rubaeus Clone'],[u'Munich (BE)'],[],[u'Kilned Malt'],[u'82.05571150939322'],[u'0.45359237'],[u'1.038'],[u'6'],[],[],[],[],[],[],[],[],[]
rubaeus-clone,[u'Rubaeus Clone'],[u'Special B (BE)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.1133980925'],[u'1.034'],[u'115'],[],[],[],[],[],[],[],[],[]
coffee-creamer,[u'Coffee Creamer'],[u'Pale 2-Row (CA)'],[],[u'Base Malt'],[u'77.7369898510041'],[u'2.7215542200000002'],[u'1.036'],[u'1'],[],[],[],[],[],[],[],[],[]
coffee-creamer,[u'Coffee Creamer'],[u'Munich - Light 10L (US)'],[],[u'Kilned Malt'],[u'71.25890736342042'],[u'0.6803885550000001'],[u'1.033'],[u'10'],[],[],[],[],[],[],[],[],[]
coffee-creamer,[u'Coffee Creamer'],[u'Flaked Barley'],[],[u'Adjunct'],[u'69.09954653422587'],[u'0.5669904625000001'],[u'1.032'],[u'2'],[],[],[],[],[],[],[],[],[]
coffee-creamer,[u'Coffee Creamer'],[u'Flaked Corn'],[],[u'Adjunct'],[u'86.37443316778233'],[u'0.5669904625000001'],[u'1.04'],[u'0'],[],[],[],[],[],[],[],[],[]
coffee-creamer,[u'Coffee Creamer'],[u'Carapils (Dextrine Malt) (US)'],[],[u'Adjunct'],[u'71.25890736342042'],[u'0.226796185'],[u'1.033'],[u'1'],[],[],[],[],[],[],[],[],[]
coffee-creamer,[u'Coffee Creamer'],[u'Rolled Oats'],[],[u'Adjunct'],[u'71.25890736342042'],[u'0.226796185'],[u'1.033'],[u'2'],[],[],[],[],[],[],[],[],[]
biermuncher-centennial-blonde-all-grain,[u'BierMuncher centennial blonde All Grain'],[u'2-Row (US)'],[],[u'Base Malt'],[u'79.89635068019865'],[u'6.35029318'],[u'1.037'],[u'2'],[],[],[],[],[],[],[],[],[]
biermuncher-centennial-blonde-all-grain,[u'BierMuncher centennial blonde All Grain'],[u'Caramel Pils (BE)'],[],[u'Adjunct'],[u'75.57762902180954'],[u'0.5669904625000001'],[u'1.035'],[u'2'],[],[],[],[],[],[],[],[],[]
biermuncher-centennial-blonde-all-grain,[u'BierMuncher centennial blonde All Grain'],[u'Caramel/Crystal 10L (US)'],[],[u'Caramel/Crystal Malt'],[u'75.57762902180954'],[u'0.45359237'],[u'1.035'],[u'10'],[],[],[],[],[],[],[],[],[]
biermuncher-centennial-blonde-all-grain,[u'BierMuncher centennial blonde All Grain'],[u'Vienna (US)'],[],[u'Kilned Malt'],[u'75.57762902180954'],[u'0.45359237'],[u'1.035'],[u'4'],[],[],[],[],[],[],[],[],[]
spruce-juice-pale-ale,[u'Spruce Juice Pale Ale '],[u'Pale 2-Row (US)'],[],[u'Base Malt'],[u'79.89635068019865'],[u'7.25747792'],[u'1.037'],[u'1'],[],[],[],[],[],[],[],[],[]
spruce-juice-pale-ale,[u'Spruce Juice Pale Ale '],[u'Caramel/Crystal 20L (US)'],[],[u'Caramel/Crystal Malt'],[u'75.57762902180954'],[u'0.6803885550000001'],[u'1.035'],[u'20'],[],[],[],[],[],[],[],[],[]
spruce-juice-pale-ale,[u'Spruce Juice Pale Ale '],[u'Caramel/Crystal 60L (US)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.45359237'],[u'1.034'],[u'60'],[],[],[],[],[],[],[],[],[]
spruce-juice-pale-ale,[u'Spruce Juice Pale Ale '],[u'Maris Otter Pale (UK)'],[],[u'Base Malt'],[u'82.05571150939322'],[u'0.45359237'],[u'1.038'],[u'3'],[],[],[],[],[],[],[],[],[]
spruce-juice-pale-ale,[u'Spruce Juice Pale Ale '],[u'Caramel Pils (BE)'],[],[u'Adjunct'],[u'75.57762902180954'],[u'0.0'],[u'1.035'],[u'2'],[],[],[],[],[],[],[],[],[]
ipa-938,[u'IPA'],[u'Plain Light DME'],[],[u'Dry Extract'],[u'92.852515655366'],[u'3.5'],[u'1.043'],[u'4'],[],[],[],[],[],[],[],[],[]
ipa-938,[u'IPA'],[u'Caramel/Crystal 120L (US)'],[],[u'Caramel/Crystal Malt'],[u'71.25890736342042'],[u'0.2'],[u'1.033'],[u'120'],[],[],[],[],[],[],[],[],[]
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'Pilsner Malt'],[u'Germany'],[u'Base Malt'],[u'79.89635068019865'],[u'3.855530559802516'],[u'1.037'],[u'1'],[],[],[],[],[],[],[],[],[]
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'Carafa III'],[],[u'Caramel/Crystal Malt'],[u'69.09954653422587'],[u'0.08504846823093806'],[u'1.032'],[u'525'],[],[],[],[],[],[],[],[],[]
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'CARAMUNICH\xae II'],[u'Germany'],[u'Caramel/Crystal Malt'],[u'75.57762902180954'],[u'0.08504846823093806'],[u'1.035'],[u'45'],[],[],[],[],[],[],[],[],[]
summer-wheat-80,[u'Summer Wheat'],[u'Bavarian Wheat DME'],[],[u'Dry Extract'],[u'92.852515655366'],[u'1.81436948'],[u'1.043'],[u'3'],[],[],[],[],[],[],[],[],[]
summer-wheat-80,[u'Summer Wheat'],[u'Pilsen Light DME'],[],[u'Dry Extract'],[u'95.01187648456056'],[u'0.45359237'],[u'1.044'],[u'2'],[],[],[],[],[],[],[],[],[]
snoweizen,[u'Snoweizen'],"[u'Wheat Malt, White']",[u'United States'],[u'Adjunct'],[u'84.21507233858777'],[u'2.9199974092621983'],[u'1.039'],[u'2'],[],[],[],[],[],[],[],[],[]
snoweizen,[u'Snoweizen'],[u'Munich Malt'],[u'United Kingdom'],[u'Kilned Malt'],[u'75.57762902180954'],[u'0.5102908093856249'],[u'1.035'],[u'7'],[],[],[],[],[],[],[],[],[]
goose-ipa-b8cc58,[u'Goose IPA'],[u'Plain Light DME'],[],[u'Dry Extract'],[u'92.852515655366'],[u'1.3607771100000001'],[u'1.043'],[u'4'],[],[],[],[],[],[],[],[],[]
goose-ipa-b8cc58,[u'Goose IPA'],[u'2-Row Caramel Malt 40L'],[],[u'Caramel/Crystal Malt'],[u'0.0'],[u'0.226796185'],[u'1.0'],[u'40'],[],[],[],[],[],[],[],[],[]
ipahhh,[u'IPAHHH!'],[u'Plain Light DME'],[],[u'Dry Extract'],[u'92.852515655366'],[u'1.5'],[u'1.043'],[u'4'],[],[],[],[],[],[],[],[],[]
ipahhh,[u'IPAHHH!'],[u'CARARED\xae'],[],[u'Caramel/Crystal Malt'],[u'71.25890736342042'],[u'0.6'],[u'1.033'],[u'17'],[],[],[],[],[],[],[],[],[]
ipahhh,[u'IPAHHH!'],"[u'Oats, Flaked']",[],[u'Adjunct'],[u'79.89635068019865'],[u'0.18'],[u'1.037'],[u'1'],[],[],[],[],[],[],[],[],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Vienna (DE)'],[],[u'Kilned Malt'],[u'79.89635068019865'],[u'1.088621688'],[u'1.037'],[u'4'],[],[],[],[],[],[],[],[],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Munich - Light 10L (US)'],[],[u'Kilned Malt'],[u'71.25890736342042'],[u'0.544310844'],[u'1.033'],[u'10'],[],[],[],[],[],[],[],[],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Pilsner (DE)'],[],[u'Base Malt'],[u'82.05571150939322'],[u'0.45359237'],[u'1.038'],[u'1'],[],[],[],[],[],[],[],[],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Honey Malt (CA)'],[],[u'Caramel/Crystal Malt'],[u'79.89635068019865'],[u'0.1133980925'],[u'1.037'],[u'25'],[],[],[],[],[],[],[],[],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Caramel/Crystal 60L (US)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.1133980925'],[u'1.034'],[u'60'],[],[],[],[],[],[],[],[],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Special B (BE)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.0272155422'],[u'1.034'],[u'115'],[],[],[],[],[],[],[],[],[]
peanut-butter-jelly-time-1,[u'Peanut Butter Jelly Time'],[u'Maris Otter Pale (UK)'],[],[u'Base Malt'],[u'82.05571150939322'],[u'4.1957294225'],[u'1.038'],[u'3'],[],[],[],[],[],[],[],[],[]
peanut-butter-jelly-time-1,[u'Peanut Butter Jelly Time'],[u'Rye (US)'],[],[u'Adjunct'],[u'82.05571150939322'],[u'1.1339809250000001'],[u'1.038'],[u'3'],[],[],[],[],[],[],[],[],[]
peanut-butter-jelly-time-1,[u'Peanut Butter Jelly Time'],[u'Caramel/Crystal 60L (US)'],[],[u'Caramel/Crystal Malt'],[u'73.41826819261497'],[u'0.226796185'],[u'1.034'],[u'60'],[],[],[],[],[],[],[],[],[]
peanut-butter-jelly-time-1,[u'Peanut Butter Jelly Time'],[u'Aromatic Malt (US)'],[],[u'Kilned Malt'],[u'75.57762902180954'],[u'0.1133980925'],[u'1.035'],[u'20'],[],[],[],[],[],[],[],[],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Pilsen Light DME'],[u'United States'],[u'Dry Extract'],[u'95.01187648456056'],[u'1.3607771100000001'],[u'1.044'],[u'2'],[],[],[],[],[],[],[],[],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Pilsen Light DME'],[u'United States'],[u'Dry Extract'],[u'95.01187648456056'],[u'1.3607771100000001'],[u'1.044'],[u'2'],[],[],[],[],[],[],[],[],[]
pumpkin-beer-27,[u'Pumpkin Beer'],"[u'Brown Sugar, Dark']",[u'United States'],[u'Sugar'],[u'99.33059814294968'],[u'0.544310844'],[u'1.046'],[u'50'],[],[],[],[],[],[],[],[],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Pilsen Light DME'],[u'United States'],[u'Dry Extract'],[u'95.01187648456056'],[u'0.45359237'],[u'1.044'],[u'2'],[],[],[],[],[],[],[],[],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Crystal 60'],[u'Canada'],[u'Caramel/Crystal Malt'],[u'69.09954653422587'],[u'0.226796185'],[u'1.032'],[u'60'],[],[],[],[],[],[],[],[],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Special Roast Malt'],[u'United States'],[u'Roasted Malt'],[u'73.41826819261497'],[u'0.1133980925'],[u'1.034'],[u'50'],[],[],[],[],[],[],[],[],[]
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Liquid Malt Extract - Light'],[],[u'Liquid Extract'],[u'75.57762902180954'],[u'3.674098197'],[u'1.035'],[u'4'],[],[],[],[],[],[],[],[],[]
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Victory (US)'],[],[u'Kilned Malt'],[u'73.41826819261497'],[u'0.34019427750000003'],[u'1.034'],[u'28'],[],[],[],[],[],[],[],[],[]
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Liquid Malt Extract - Munich'],[],[u'Liquid Extract'],[u'75.57762902180954'],[u'0.226796185'],[u'1.035'],[u'8'],[],[],[],[],[],[],[],[],[]
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Liquid Malt Extract - Wheat'],[],[u'Liquid Extract'],[u'75.57762902180954'],[u'0.226796185'],[u'1.035'],[u'3'],[],[],[],[],[],[],[],[],[]
bitterye,[u'BitteRye'],[u'Golden Light LME'],[u'United States'],[u'Liquid Extract'],[u'79.89635068019865'],[u'1.5025229387465697'],[u'1.037'],[u'4'],[],[],[],[],[],[],[],[],[]
bitterye,[u'BitteRye'],[u'Maris Otter Pale Ale Malt'],[u'United Kingdom'],[u'Base Malt'],[u'77.7369898510041'],[u'0.9071836611300037'],[u'1.036'],[u'2'],[],[],[],[],[],[],[],[],[]
bitterye,[u'BitteRye'],[u'Caramel Malt 120L'],[u'United States'],[u'Caramel/Crystal Malt'],[u'69.09954653422587'],[u'0.45359183056500185'],[u'1.032'],[u'120'],[],[],[],[],[],[],[],[],[]
bitterye,[u'BitteRye'],[u'Golden Light DME'],[u'United States'],[u'Dry Extract'],[u'92.852515655366'],[u'0.45359183056500185'],[u'1.043'],[u'4'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Maris Otter Pale (UK)'],[],[u'Base Malt'],[u'82.05571150939322'],[u'3.17514659'],[u'1.038'],[u'3'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Flaked Oats'],[],[u'Adjunct'],[u'71.25890736342042'],[u'0.45359237'],[u'1.033'],[u'2'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Victory (US)'],[],[u'Kilned Malt'],[u'73.41826819261497'],[u'0.36740981970000003'],[u'1.034'],[u'28'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Pale Chocolate (UK)'],[],[u'Roasted Malt'],[u'71.25890736342042'],[u'0.28576319310000003'],[u'1.033'],[u'207'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Black Barley (US)'],[],[u'Roasted Malt'],[u'58.30274238825307'],[u'0.226796185'],[u'1.027'],[u'530'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Flaked Barley'],[],[u'Adjunct'],[u'69.09954653422587'],[u'0.226796185'],[u'1.032'],[u'2'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Caramel/Crystal 120L (US)'],[],[u'Caramel/Crystal Malt'],[u'71.25890736342042'],[u'0.1995806428'],[u'1.033'],[u'120'],[],[],[],[],[],[],[],[],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Chocolate (UK)'],[],[u'Roasted Malt'],[u'73.41826819261497'],[u'0.0589670081'],[u'1.034'],[u'425'],[],[],[],[],[],[],[],[],[]
